100.72197280067,554.422717000704,574.021841943021
103.109318240536,554.988113600563,590.748373554417
107.230074592428,554.379090880451,609.378098843534
112.047919673943,550.90147270436,636.164879074827
116.643075739154,546.664918163488,663.527703259862
121.039080591323,538.333954530791,697.216662607889
124.807044473059,527.636763624633,731.363330086311
129.312835578447,514.792490899706,763.653164069049
151.884248462758,495.427012719765,790.706631255239
183.153318770206,471.401910175812,811.897905004191
226.217235016165,434.83834814065,827.514124003353
265.236708012932,398.22699851252,840.129799202683
304.655306410346,354.381558810016,849.295639362146
339.503985128277,310.096707048013,856.398211489717
370.876068102621,258.12712563841,861.551969191774
397.515974482097,208.756260510728,864.516075353419
419.071079585678,166.579968408583,866.744260282735
436.895603668542,128.817014726866,867.650208226188
451.322382934834,96.6305517814928,868.039266580951
462.922186347867,67.5604414251943,868.08381326476
472.365829078294,43.5046731401554,867.732150611808
479.828343262635,23.8396385121243,867.472720489447
486.431294610108,8.82833080969946,866.731176391558
491.425115688086,-2.56919535224043,866.556141113246
495.486952550469,-10.6976962817923,866.207612890597
498.576402040375,-17.3647170254339,866.075190312478
500.1542016323,-32.9912736203471,865.532152249982
500.43364130584,-49.8710188962777,865.048821799986
499.997373044672,-66.9389351170222,864.227457439989
500.192258435738,-80.9103680936177,863.024665951991
500.00502674859,-95.0816944748942,861.214632761593
500.248781398872,-105.447295579915,859.707506209274
500.880585119098,-112.559156463932,858.550404967419
501.632568095278,-117.925245171146,857.404823973936
502.993934476223,-120.540216136917,856.193159179149
