13.21,0,89.91,-90,-90.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.78,0,89.91,-90,-90.01,-0.01,0.566052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.01,0,89.91,-90,-90.01,-0.01,0.234574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.20,0,89.91,-90,-90.01,-0.01,0.193282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.34,0,89.91,-90,-90.01,-0.01,0.134024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.47,0,89.91,-90,-90.01,-0.01,0.130341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.65,0,89.91,-90,-90.01,-0.01,0.179175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.76,0,89.91,-90,-90.01,-0.01,0.109852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.93,0,89.91,-90,-90.01,-0.01,0.168768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.08,0,89.91,-90,-90.01,-0.01,0.157049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.24,0,89.91,-90,-90.01,-0.01,0.154959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.40,0,89.91,-90,-90.01,-0.01,0.159503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.52,0,89.91,-90,-90.01,-0.01,0.127744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.70,0,89.91,-90,-90.01,-0.01,0.174807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.85,0,89.91,-90,-90.01,-0.01,0.154148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.01,0,89.91,-90,-90.01,-0.01,0.153478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.18,0,89.91,-90,-90.01,-0.01,0.168984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.29,0,89.91,-90,-90.01,-0.01,0.113148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.45,0,89.91,-90,-90.01,-0.01,0.163739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.61,0,89.91,-90,-90.01,-0.01,0.157703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.77,0,89.91,-90,-90.01,-0.01,0.157024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.92,0,89.91,-90,-90.01,-0.01,0.157237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.08,0,89.91,-90,-90.01,-0.01,0.157739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.25,0,89.91,-90,-90.01,-0.01,0.168292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.38,0,89.91,-90,-90.01,-0.01,0.125857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.55,0,89.91,-90,-90.01,-0.01,0.17352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.71,0,89.91,-90,-90.01,-0.01,0.15546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.87,0,89.91,-90,-90.01,-0.01,0.168626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.00,0,89.91,-90,-90.01,-0.01,0.127787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.16,0,89.91,-90,-90.01,-0.01,0.157244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.32,0,89.91,-90,-90.01,-0.01,0.157627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.49,0,89.91,-90,-90.01,-0.01,0.170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.64,0,89.91,-90,-90.01,-0.01,0.15332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.80,0,89.91,-90,-90.01,-0.01,0.15704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.01,0,90,-90,-90,0,0.215434,0,0.417761356,0,0.046417928,0.046417928,0,0.417761356,0,0.046417928,0.046417928,0,0.09,0,0.01,0.01,0,0.09,0,0.01,0.01
19.19,0,90,-90,-90,0,0.173039,0,0,0,0,0,0,-0.520113963,0,-0.05779044,-0.05779044,0,0,0,0,0,0,-0.09,0,-0.01,-0.01
19.36,0,90,-90,-90,0,0.174189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.53,0,90,-90,-90,0,0.171338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.67,0,90,-90,-90,0,0.135946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,90,-90,-90,0,0.139681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.98,0,90,-90,-90,0,0.171103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
