0,0.00887,89.96872,-90.01904001,-89.94967999,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0.03378,89.88088682,-90.07253684,-89.80834998,0,0.3,0.083033333,-0.292777267,-0.178322767,0.471100033,0,0.188555556,-0.675853556,-0.398479778,1.074333333,0
0.6,0.07566,89.73222682,-90.16189685,-89.57032997,0,0.3,0.1396,-0.495533333,-0.2978667,0.793400033,0,0.030111111,-0.125924333,-0.051965111,0.177889444,0
0.9,0.12025,89.57223363,-90.25593372,-89.31629991,0,0.3,0.148633333,-0.533310633,-0.313456233,0.846766867,0,0.113,-0.444742333,-0.215590889,0.660333111,0
1.2,0.17501,89.37221363,-90.36937377,-89.00283987,0,0.3,0.182533333,-0.666733333,-0.3781335,1.0448668,0,0.019777778,-0.108297889,-0.018256444,0.126554667,0
1.5,0.23155,89.16244682,-90.4844569,-88.67798991,0,0.3,0.188466667,-0.6992227,-0.383610433,1.0828332,0,-0.117,0.403777667,0.256555889,-0.660333778,0
1.8,0.27756,88.98902,-90.57645,-88.41256999,0,0.3,0.153366667,-0.5780894,-0.306643667,0.884733067,0,0.065666667,-0.275737444,-0.113598111,0.389335444,0
2.1,0.32948,88.79077681,-90.67866693,-88.11210988,0,0.3,0.173066667,-0.660810633,-0.3407231,1.0015337,0,0.030666667,-0.152742222,-0.038256667,0.190999111,0
2.4,0.38416,88.57878682,-90.78432696,-87.79445985,0,0.3,0.182266667,-0.7066333,-0.3522001,1.058833433,0,-0.059111111,0.197888778,0.133777778,-0.331666778,0
2.7,0.43352,88.38460682,-90.87794699,-87.50665983,0,0.3,0.164533333,-0.647266667,-0.312066767,0.9593334,0,-0.047,0.160222111,0.104667,-0.264889,0
3,0.47865,88.20484681,-90.96214699,-87.24269982,0,0.3,0.150433333,-0.599200033,-0.280666667,0.8798667,0,0.030777778,-0.153,-0.037222444,0.190222444,0
3.3,0.52655,88.0113168,-91.04969701,-86.96161979,0,0.3,0.159666667,-0.645100033,-0.2918334,0.936933433,0,0.008111111,-0.065444333,0.006111111,0.059333111,0
3.6,0.57518,87.8118968,-91.13669703,-86.67519978,0,0.3,0.1621,-0.664733333,-0.290000067,0.954733367,0,0.063,-0.292888778,-0.090666778,0.383555778,0
3.9,0.62948,87.58611681,-91.23185706,-86.35425975,0,0.3,0.181,-0.752599967,-0.3172001,1.0698001,0,4.111,-18.45066711,-6.291112667,24.74177967,0
4.2,1.05377,85.69977678,-91.89321723,-83.80655955,0,0.3,1.4143,-6.2878001,-2.2045339,8.492334,0,-4.152,18.29296456,6.587254333,-24.88021889,0
4.5,1.10438,85.45980356,-91.96172451,-83.49807905,0,0.3,0.1687,-0.799910733,-0.2283576,1.028268333,0,-0.106333333,0.479591222,0.161413889,-0.641005111,0
4.8,1.14542,85.26299355,-92.01570454,-83.24728901,0,0.3,0.1368,-0.656033367,-0.179933433,0.8359668,0,0.038777778,-0.216111111,-0.029333444,0.245444444,0
5.1,1.18995,85.04673354,-92.07232458,-82.97440897,0,0.3,0.148433333,-0.7208667,-0.188733467,0.909600133,0,0.058555556,-0.320888778,-0.048444444,0.369333556,0
5.4,1.23975,84.80159354,-92.13330462,-82.66828891,0,0.3,0.166,-0.817133333,-0.2032668,1.0204002,0,-0.094777778,0.437555444,0.137444444,-0.575000222,0
5.7,1.28102,84.59583353,-92.18191466,-82.41391887,0,0.3,0.137566667,-0.6858667,-0.162033467,0.847900133,0,0.058666667,-0.320666667,-0.048222222,0.368889,0
6,1.32757,84.36121352,-92.2348647,-82.12634882,0,0.3,0.155166667,-0.7820667,-0.176500133,0.958566833,0,-0.023,0.085591556,0.048415333,-0.134006889,0
