614.036,85.704,682.4785
614.202,85.048,682.4575
614.094,85.396,682.3975
614.03,85.664,682.4065
614.036,85.696,682.441
614.014,85.834,682.405
613.67,87.084,682.4875
614.006,86.146,682.5205
614.262,85.328,682.5205
614.164,85.792,682.594
613.782,86.91,682.6645
614.3,85.446,682.642
614.078,86.272,682.603
614.048,86.488,682.624
614.082,86.368,682.5985
613.996,86.63,682.561
613.906,86.892,682.636
614.184,86.048,682.573
614.074,86.374,682.6075
613.978,86.626,682.5475
614.142,85.38,682.3285
614.11,85.398,682.3435
613.992,85.774,682.363
614.11,85.5,682.4095
614.356,84.668,682.3975
614.338,84.66,682.372
614.25,85.106,682.4245
614.116,85.572,682.3555
