Predicted X,Predicted Y,Predicted Z
28.221872851607017,-11.260970392505845,-5.467069760122204
28.222633284729117,-11.560890788729777,-6.59288483823412
28.23704597635625,-11.790470872866727,-7.386811700606104
28.26464745494744,-11.953565353196286,-7.888587622319763
28.304637039773116,-12.053716095421306,-8.134761366245682
28.355927792273604,-12.094187213976308,-8.15888142072171
28.41719357515573,-12.07799734884138,-7.991675955081444
28.486912406680204,-12.007949273462687,-7.661224759329052
28.56340629176849,-11.88665697459531,-7.193123428306452
28.64487770584189,-11.716570340191662,-6.610640044831334
28.729442901697436,-11.499997586857825,-5.934864610499822
28.815162204223057,-11.239125553890501,-5.184851467144526
28.900067452358147,-10.936037986487667,-4.377754946317174
28.98218674241377,-10.59273192639591,-3.5289584786243493
29.059566621678535,-10.211132324015763,-2.652197389284192
29.130291876150764,-9.793104981832663,-1.7596756008914491
29.19250305125385,-9.340467934974093,-0.8621764590763377
29.24441183950897,-8.855001370712891,0.030832108479815545
29.284314464356452,-8.338456184841078,0.911097894354481
29.310603184633298,-7.792561269027725,1.771489974768559
29.321776039628674,-7.219029619547033,2.6059093387856596
29.31644495015059,-6.619563354118321,3.4092043929794755
29.29334228664473,-5.995857720037337,4.177091156060548
29.25132601110936,-5.349604173297023,4.906077962716955
29.189383495347702,-4.682492604995206,5.5933945006101435
29.106634113990015,-3.996212788005362,6.236925009082089
29.002330706700917,-3.292455113644553,6.835145472667909
28.875860000062694,-2.572910684907699,7.387064646977004
28.7267420757908,-1.8392708297505127,7.892168758896707
28.55462896819337,-1.09322609489233,8.350369727398396
28.35930247013074,-0.3364647776743972,8.761956755472054
28.14067122316315,0.4293289493512784,9.127551147898211
27.89876716409402,1.2024772692142118,9.448064213672707
27.633741396721206,1.9813112575250305,9.72465811594062
27.345859554299153,2.7641736791490565,9.958709536263946
27.035496714989254,3.549422000591763,10.151776023949852
26.703131929433457,4.335431576632786,10.305564904997556
26.349342416526273,5.120598972175097,10.421904628987704
25.974797480482117,5.903345382637079,10.502718435938247
25.580252199396234,6.682120118507056,10.550000228774305
25.166540932680086,7.455404121905898,10.565792540635737
24.73457069201097,8.221713485161422,10.552166489736688
24.28531441777474,8.979602943491676,10.511203617930128
23.819804200394497,9.727669315921924,10.444979512499211
23.339124483428478,10.464554870524795,10.355549114004535
22.844405282886537,11.188950591972938,10.244933616260743
22.336815454853443,11.899599331232514,10.11510886768996
21.81755604121989,12.595298819002414,9.967995186426464
21.287853721106696,13.274904526219908,9.805448504596415
20.748954393424043,13.937332356608257,9.629252760194664
20.202116913932464,14.581561157841184,9.441113457913733
19.648607008170234,15.206635039433907,9.242652323153482
19.089691379672182,15.81166548695404,9.035402976262757
18.5266320310402,16.395833263568235,8.820807556807916
17.960680813621348,16.9583900913088,8.600214230365996
17.39307421981324,17.498660105757786,8.374875512991025
16.825028430347018,18.01604107910422,8.145947351058945
16.257734627285913,18.510005407736557,7.914488896754026
