333.04	191.36	-81.88
375.36	183.08	-80.04
349.6	201.48	-59.8
354.2	202.4	-55.2
368.0	194.12	-61.64
373.52	190.44	-52.44
363.4	191.36	-74.52
345.92	187.68	-109.48
326.6	184.92	-142.6
298.08	181.24	-181.24
267.72	177.56	-199.64
195.04	179.4	-224.48
131.56	196.88	-209.76
97.52	204.24	-199.64
40.48	217.12	-172.96
13.8	220.8	-152.72
-40.48	210.68	-149.96
-77.28	209.76	-125.12
-94.76	215.28	-83.72
-128.8	209.76	-30.36
-133.4	209.76	12.88
-118.68	210.68	66.24
-69.0	215.28	117.76
-0.92	221.72	157.32
-10.12	224.48	145.36
-98.44	223.56	57.04
-105.8	218.04	-73.6
-30.36	219.88	-143.52
45.08	210.68	-187.68
80.96	207.92	-205.16
144.44	205.16	-215.28
196.88	199.64	-211.6
250.24	211.6	-177.56
315.56	209.76	-130.64
391.92	179.4	-115.92
454.48	141.68	-109.48
410.32	160.08	-147.2
317.4	90.16	-301.76
198.72	31.28	-371.68
45.08	-57.96	-406.64
-82.8	-122.36	-398.36
-147.2	-145.36	-379.04
-235.52	-200.56	-335.8
-285.2	-227.24	-298.08
-251.16	-224.48	-322.92
-110.4	-160.08	-389.16
23.0	-149.04	-420.44
211.6	-238.28	-445.28
394.68	-257.6	-401.12
463.68	-322.92	-365.24
387.32	-428.72	-383.64
227.24	-481.16	-411.24
-4.6	-498.64	-390.08
-171.12	-484.84	-326.6
-266.8	-559.36	-173.88
-129.72	-701.96	-60.72
80.04	-759.0	-104.88
242.88	-724.96	-195.04
354.2	-563.96	-336.72
473.8	-463.68	-321.08
529.0	-468.28	-268.64
521.64	-514.28	-243.8
414.92	-600.76	-269.56
286.12	-609.04	-325.68
106.72	-519.8	-400.2
-20.24	-464.6	-397.44
-207.92	-436.08	-325.68
-265.88	-515.2	-227.24
-111.32	-701.04	-123.28
14.72	-717.6	-199.64
141.68	-609.96	-348.68
373.52	-409.4	-395.6
552.0	-315.56	-294.4
622.84	-363.4	-189.52
609.04	-501.4	-83.72
502.32	-633.88	-53.36
379.04	-708.4	-81.88
241.96	-747.96	-118.68
