316.48	-728.64	-102.12
509.68	-613.64	-101.2
632.04	-419.52	-101.2
651.36	-243.8	-128.8
625.6	-143.52	-158.24
546.48	12.88	-170.2
404.8	145.36	-155.48
266.8	199.64	-165.6
230.0	205.16	-171.12
195.04	227.24	-139.84
117.76	256.68	12.88
19.32	243.8	18.4
-45.08	224.48	25.76
-95.68	204.24	-22.08
-220.8	125.12	26.68
-367.08	-64.4	35.88
-245.64	-615.48	-34.04
335.8	-711.16	-155.48
300.84	-736.0	-133.4
290.72	-747.04	-91.08
306.36	-742.44	-96.6
397.44	-698.28	-104.88
436.08	-675.28	-64.4
465.52	-647.68	-115.92
533.6	-578.68	-116.84
600.76	-425.96	-168.36
549.24	-109.48	-244.72
378.12	25.76	-303.6
264.04	83.72	-311.88
435.16	-30.36	-307.28
599.84	-217.12	-218.04
596.16	-507.84	-38.64
316.48	-704.72	85.56
44.16	-738.76	69.92
-177.56	-666.08	-134.32
-272.32	-443.44	-290.72
-230.92	-207.92	-357.88
-31.28	-77.28	-412.16
288.88	-43.24	-397.44
546.48	-87.4	-265.88
673.44	-267.72	-34.04
637.56	-253.92	121.44
578.68	-68.08	160.08
552.0	73.6	-31.28
531.76	-138.0	-304.52
553.84	-460.92	-247.48
509.68	-629.28	-72.68
374.44	-702.88	53.36
195.96	-761.76	-1.84
-7.36	-701.04	-234.6
80.96	-536.36	-398.36
255.76	-526.24	-388.24
530.84	-503.24	-234.6
623.76	-464.6	-66.24
597.08	-380.88	161.92
490.36	-253.0	293.48
389.16	-45.08	317.4
329.36	133.4	220.8
327.52	210.68	80.04
393.76	158.24	-160.08
437.0	28.52	-284.28
515.2	-102.12	-296.24
634.8	-291.64	-185.84
635.72	-440.68	-56.12
611.8	-446.2	92.92
569.48	-362.48	203.32
534.52	-227.24	254.84
484.84	-145.36	288.88
472.88	-66.24	272.32
464.6	69.0	186.76
440.68	158.24	71.76
422.28	179.4	-34.04
452.64	120.52	-160.08
540.04	-7.36	-208.84
628.36	-153.64	-171.12
671.6	-241.96	-53.36
669.76	-207.92	-16.56
602.6	-147.2	-212.52
394.68	-182.16	-390.08
34.04	-361.56	-447.12
-238.28	-485.76	-290.72
-391.92	-322.92	-160.08
-406.64	-268.64	-106.72
-412.16	-261.28	-30.36
-407.56	-224.48	-14.72
-412.16	-215.28	-8.28
-411.24	-162.84	-49.68
-339.48	-137.08	-230.92
-164.68	-148.12	-380.88
-0.92	-142.6	-431.48
68.08	-89.24	-427.8
168.36	-36.8	-411.24
176.64	28.52	-380.88
131.56	103.04	-322.92
-87.4	198.72	-69.92
-218.96	14.72	103.04
-304.52	-106.72	62.56
-368.92	-252.08	-110.4
-310.96	-250.24	-277.84
-135.24	-129.72	-389.16
-12.88	-30.36	-393.76
60.72	-11.04	-397.44
57.04	-37.72	-411.24
-35.88	8.28	-371.68
-173.88	101.2	-226.32
-310.96	62.56	-42.32
-398.36	-145.36	32.2
-413.08	-267.72	-50.6
-333.04	-206.08	-259.44
-184.0	-115.92	-365.24
-130.64	-95.68	-382.72
-226.32	-11.04	-285.2
-261.28	93.84	-118.68
-247.48	106.72	65.32
-182.16	91.08	194.12
-249.32	-49.68	241.04
-336.72	-90.16	135.24
-380.88	-230.92	123.28
-253.92	-6.44	204.24
-80.96	214.36	77.28
35.88	258.52	49.68
92.0	266.8	64.4
-109.48	190.44	90.16
-168.36	172.04	28.52
-99.36	207.0	7.36
41.4	235.52	112.24
150.88	221.72	205.16
35.88	90.16	315.56
-221.72	46.0	193.2
-312.8	57.04	-32.2
-208.84	53.36	-258.52
-41.4	53.36	-348.68
184.92	42.32	-368.92
463.68	-161.92	-349.6
567.64	-443.44	-219.88
460.92	-570.4	-251.16
195.96	-538.2	-395.6
43.24	-451.72	-432.4
-68.08	-272.32	-442.52
-51.52	-138.92	-432.4
118.68	-21.16	-414.0
330.28	5.52	-359.72
261.28	11.04	-373.52
416.76	-156.4	-380.88
331.2	-122.36	-413.08
171.12	-74.52	-435.16
115.92	75.44	-361.56
291.64	93.84	-287.96
455.4	-61.64	-308.2
473.8	-35.88	-297.16
431.48	-96.6	-356.04
430.56	-300.84	-385.48
454.48	-140.76	-355.12
298.08	73.6	-323.84
115.0	201.48	-236.44
-50.6	248.4	-54.28
-81.88	217.12	102.12
20.24	201.48	145.36
-85.56	218.96	-24.84
-153.64	115.92	-239.2
-100.28	-216.2	-425.96
-123.28	-506.92	-351.44
-277.84	-570.4	-11.04
-309.12	-333.04	190.44
-273.24	-161.0	264.96
-355.12	-103.96	119.6
-304.52	-56.12	-241.96
98.44	-141.68	-451.72
518.88	-266.8	-322.0
587.88	-410.32	-202.4
274.16	-686.32	-230.0
-116.84	-595.24	-276.0
-402.96	-225.4	-73.6
-328.44	-42.32	121.44
-334.88	-112.24	178.48
-398.36	-126.96	-2.76
-200.56	-101.2	-339.48
77.28	-40.48	-407.56
403.88	-118.68	-369.84
502.32	-345.0	-323.84
451.72	-553.84	-267.72
317.4	-652.28	-258.52
179.4	-640.32	-315.56
58.88	-474.72	-416.76
-24.84	-224.48	-434.24
-111.32	65.32	-292.56
-241.96	99.36	-119.6
-399.28	-162.84	-43.24
-377.2	-388.24	-81.88
-167.44	-626.52	-189.52
-9.2	-639.4	-294.4
84.64	-526.24	-388.24
193.2	-444.36	-416.76
335.8	-452.64	-386.4
401.12	-483.0	-349.6
393.76	-556.6	-313.72
262.2	-609.96	-332.12
110.4	-514.28	-407.56
-31.28	-265.88	-435.16
-181.24	-49.68	-328.44
-343.16	-42.32	-168.36
-349.6	-150.88	-238.28
-117.76	-154.56	-414.92
167.44	-197.8	-466.44
402.04	-306.36	-402.96
432.4	-460.0	-350.52
380.88	-580.52	-303.6
317.4	-617.32	-304.52
322.92	-585.12	-333.04
472.88	-497.72	-293.48
551.08	-108.56	-235.52
391.92	40.48	-271.4
15.64	47.84	-340.4
-212.52	-117.76	-334.88
-344.08	-179.4	-244.72
-365.24	-39.56	-132.48
-221.72	134.32	-123.28
-27.6	214.36	-88.32
23.0	242.88	-67.16
-67.16	163.76	242.88
-103.04	-53.36	350.52
-278.76	-69.0	218.04
-367.08	-74.52	-69.0
-288.88	-81.88	-250.24
11.04	-36.8	-387.32
315.56	-96.6	-400.2
545.56	-232.76	-332.12
454.48	-542.8	-282.44
264.04	-612.72	-322.92
-114.08	-463.68	-371.68
-321.08	-221.72	-264.04
-361.56	-27.6	11.04
-277.84	-42.32	200.56
-270.48	-107.64	293.48
-305.44	-92.92	225.4
-356.96	-57.04	8.28
-288.88	-22.08	-219.88
-69.92	13.8	-354.2
377.2	-80.04	-371.68
523.48	-251.16	-317.4
380.88	-589.72	-286.12
170.2	-652.28	-304.52
