1,0,-123.316528,-123.234982,0,0
2,0.169614,-124.154745,-123.637401,0,-0.000473
3,0.026577,-124.031746,-123.300586,0,-0.000076
4,0.10118,-124.711545,-123.4797,0,-0.000284
5,0.016912,-124.889267,-123.275529,0,-0.00005
6,-0.106368,-124.922041,-122.973753,0,0.000294
7,0.058555,-125.915658,-123.362709,0,-0.000165
8,0.026867,-126.232221,-123.279898,0,-0.000077
9,-0.054091,-126.367846,-123.072207,0,0.000148
10,-0.043003,-126.794637,-123.086164,0,0.000118
11,0.0272,-127.413658,-123.246744,0,-0.000077
12,0.006731,-127.697816,-123.183521,0,-0.00002
13,0.056186,-128.248918,-123.290888,0,-0.000158
14,3.701066,-143.588217,-132.529804,0,-0.010323
15,-3.748456,-115.452717,-113.330892,0,0.010426
16,-0.095569,-130.846195,-122.601643,0,0.000267
17,0.034716,-131.607232,-122.908834,0,-0.000097
18,0.052462,-131.891465,-122.917525,0,-0.000147
19,-0.084868,-131.497516,-122.505921,0,0.000238
20,0.052596,-132.273583,-122.830164,0,-0.000147
21,-0.020428,-132.125929,-122.586809,0,0.000058
22,0.042603,-132.57074,-122.707344,0,-0.000119
23,-0.037894,-132.36374,-122.432624,0,0.000107
24,-0.064021,-132.377171,-122.306304,0,0.000181
25,0.050999,-133.019707,-122.570461,0,-0.000143
26,-0.019263,-132.800259,-122.319624,0,0.000056
27,0.00698,-133.01846,-122.333779,0,-0.000018
28,0.032935,-133.228138,-122.343761,0,-0.000092
29,-0.112869,-132.603266,-121.867549,0,0.000321
30,0.117732,-133.776296,-122.459633,0,-0.000332
31,-0.018626,-133.167162,-122.000084,0,0.000055
32,-0.018288,-133.207504,-121.925201,0,0.000054
33,-0.026417,-133.192089,-121.826374,0,0.000078
34,0.024003,-133.456684,-121.896026,0,-0.000066
35,-0.042275,-133.125174,-121.626035,0,0.000123
36,0.121518,-133.956692,-122.023752,0,-0.000344
37,-0.090504,-132.838638,-121.305417,0,0.000263
38,-0.025345,-133.1418,-121.40845,0,0.000076
39,0.071557,-133.603008,-121.607252,0,-0.000202
40,-0.040593,-132.947279,-121.17367,0,0.000121
41,0.046728,-133.339385,-121.334493,0,-0.00013
42,-0.047637,-132.736635,-120.94149,0,0.000143
43,-0.000278,-132.893014,-120.979409,0,0.000006
44,0.045855,-133.036599,-121.011929,0,-0.000128
45,-0.092359,-132.135183,-120.472324,0,0.000274
46,0.083634,-132.991333,-120.907469,0,-0.000238
47,-0.105805,-131.766049,-120.20371,0,0.000314
48,0.075293,-132.655049,-120.661513,0,-0.000215
49,0.037231,-132.266245,-120.421545,0,-0.000102
50,-0.043861,-131.590855,-120.031144,0,0.000136
51,0.014974,-131.73445,-120.087397,0,-0.000037
52,0.000206,-131.429927,-119.906217,0,0.000007
53,-0.00659,-131.154075,-119.745762,0,0.000027
54,0.022273,-131.082725,-119.697271,0,-0.000058
55,-0.055854,-130.344102,-119.298733,0,0.000174
56,0.057122,-130.786349,-119.528184,0,-0.000162
57,-0.026727,-129.977636,-119.10093,0,0.000089
58,-0.040652,-129.607005,-118.908326,0,0.00013
59,0.083356,-130.112215,-119.175948,0,-0.000242
60,-0.073468,-128.781265,-118.490609,0,0.000232
61,0.041915,-129.216809,-118.726477,0,-0.000118
62,0.001545,-128.617997,-118.42846,0,0.000006
63,-0.004922,-128.221098,-118.238886,0,0.000025
64,0.027862,-128.074231,-118.179931,0,-0.000074
65,-0.024307,-127.329776,-117.81987,0,0.000086
66,0.014905,-127.199823,-117.777402,0,-0.000034
67,-0.004112,-126.657098,-117.527166,0,0.000025
68,0.027643,-126.450255,-117.449816,0,-0.000073
69,-0.028897,-125.600468,-117.053298,0,0.000103
70,0.002437,-125.378271,-116.973758,0,0.000005
71,-0.0042,-124.887658,-116.760757,0,0.000025
72,0.04556,-124.775287,-116.739785,0,-0.000129
73,-0.033342,-123.691638,-116.24242,0,0.00012
74,0.002702,-123.461209,-116.169315,0,0.000005
75,-0.020996,-122.794539,-115.88189,0,0.00008
76,0.020293,-122.623492,-115.837577,0,-0.000052
77,0.037887,-122.238498,-115.690909,0,-0.000106
78,-0.002152,-121.353986,-115.309432,0,0.000025
79,-0.019361,-120.637189,-115.013414,0,0.000079
80,0.014688,-120.331542,-114.916161,0,-0.000032
81,-0.036002,-119.359726,-114.499887,0,0.000132
82,0.025486,-119.300508,-114.519822,0,-0.000069
83,-0.019437,-118.383144,-114.130396,0,0.000078
84,0.030631,-118.218105,-114.103274,0,-0.000086
85,0.009386,-117.433463,-113.785054,0,-0.000014
86,0.025581,-116.917562,-113.598552,0,-0.000066
87,-0.022185,-115.837848,-113.152058,0,0.000093
88,0.025179,-115.562028,-113.082706,0,-0.000065
89,-0.016546,-114.510917,-112.65367,0,0.000075
90,0.004067,-114.003127,-112.480618,0,0.000005
91,0.004321,-113.315671,-112.223642,0,0.000004
92,0.014508,-112.699625,-112.001846,0,-0.00003
93,0.019927,-112.000892,-111.74553,0,-0.000046
94,-0.049987,-110.630354,-111.185279,0,0.000191
95,0.008263,-110.483231,-111.178542,0,-0.000013
96,0.028494,-109.979153,-111.009226,0,-0.00008
97,-0.010004,-108.897442,-110.582497,0,0.000054
98,0.01376,-108.384597,-110.413659,0,-0.000029
99,-0.010141,-107.42148,-110.04408,0,0.000054
100,0.051807,-107.228551,-110.023195,0,-0.00016
101,-0.069177,-105.279914,-109.223107,0,0.000266
102,0.119819,-106.296141,-109.737591,0,-0.000402
103,-0.065098,-103.568703,-108.608012,0,0.000264
104,-0.005424,-103.364129,-108.588731,0,0.000038
105,0.024297,-102.67945,-108.356247,0,-0.000061
106,0.013394,-101.866646,-108.069184,0,-0.000027
107,-0.020647,-100.593138,-107.585304,0,0.000099
108,0.017814,-100.133969,-107.452685,0,-0.000043
109,0.018051,-99.249708,-107.138204,0,-0.000042
110,0.001731,-98.143158,-106.734401,0,0.00002
111,-0.04618,-96.762216,-106.212738,0,0.000192
112,-0.023745,-96.275632,-106.06149,0,0.000101
113,-0.070965,-95.237403,-105.664241,0,0.000268
114,-0.052013,-95.155327,-105.651273,0,0.000191
115,-0.010579,-95.497887,-105.803351,0,0.000039
116,0,-95.59659,-105.846061,0,0
117,0,-95.59659,-105.846061,0,0
118,0,-95.59659,-105.846061,0,0
119,0,-95.59659,-105.846061,0,0
120,0,-95.59659,-105.846061,0,0
121,0,-95.59659,-105.846061,0,0
122,0,-95.59659,-105.846061,0,0
123,0,-95.59659,-105.846061,0,0
124,0,-95.59659,-105.846061,0,0
125,-0.443165,-95.327927,-105.878627,0,0.00143
126,-1.023308,-95.579152,-105.974873,0,0.003294
127,-0.376235,-97.700874,-106.240278,0,0.001229
128,-0.182437,-99.900465,-106.619732,0,0.00062
129,0.209689,-102.439034,-107.015362,0,-0.00062
130,-0.183901,-104.293932,-107.38553,0,0.00062
131,0.211607,-106.814264,-107.775638,0,-0.00062
132,0.01213,-108.764233,-108.134052,0,0
133,0.250471,-110.961215,-108.484817,0,-0.000744
134,-0.229544,-112.469118,-108.791067,0,0.000744
135,-0.227373,-114.501475,-109.132174,0,0.000744
136,0.253391,-116.862696,-109.230386,0,-0.000744
137,-0.037708,-118.032656,-109.283329,0,0.000124
138,0.164409,-119.043257,-109.928874,0,-0.000496
139,-0.282538,-118.957667,-110.109472,0,0.000868
140,0.043995,-119.486477,-110.506968,0,-0.000124
141,0.002942,-119.655552,-110.703224,0,0
142,0.043956,-119.901314,-110.941011,0,-0.000124
143,0.002784,-120.06258,-111.129452,0,0
144,0.24904,-120.496383,-111.467631,0,-0.000744
145,-0.203179,-120.239366,-111.411995,0,0.00062
146,0.605861,-120.782248,-111.807161,0,-0.001806
147,0.884338,-120.604698,-111.796143,0,-0.002624
148,0.553141,-121.225588,-112.235123,0,-0.001646
149,0.003768,-121.041734,-112.217436,0,-0.000001
150,0.004084,-121.179313,-112.38249,0,0
151,0.00119,-121.68049,-112.75523,0,0
152,0.0028,-121.65963,-112.831363,0,0
153,0.003695,-121.756961,-112.974059,0,0
154,0.001158,-122.212924,-113.319744,0,0
155,0.002338,-122.22609,-113.412637,0,0
156,0.003912,-122.237574,-113.504074,0,0
157,0.001128,-122.725537,-113.865406,0,0
158,0.002283,-122.734116,-113.953822,0,0
159,0.003434,-122.779478,-114.062003,0,0
160,0.003315,-122.98744,-114.264695,0,0
161,0.00234,-123.277299,-114.515384,0,0
162,0.003358,-123.33104,-114.633028,0,0
163,-0.001373,-124.00436,-115.095801,0,0
164,0.00398,-123.488126,-114.881488,0,0
165,0.004099,-123.679847,-115.068249,0,0
166,0.000495,-124.268967,-115.48251,0,0
167,0.002839,-124.110014,-115.472155,0,0
168,0.001546,-124.414405,-115.720823,0,0
169,0.005661,-124.099247,-115.622764,0,0
170,-0.002321,-125.22469,-116.337253,0,0
171,0.00303,-124.626177,-116.072774,0,0
172,0.004022,-124.685047,-116.178214,0,0
173,0.000358,-125.292201,-116.595715,0,0
174,0.003943,-124.968206,-116.487682,0,0
175,0.001026,-125.494645,-116.859131,0,0
176,0.001338,-125.55285,-116.964362,0,0
177,0.00349,-125.414334,-116.957023,0,0
178,-0.00053,-126.074396,-117.404764,0,0
179,0.004408,-125.510054,-117.128643,0,0
180,0.000762,-126.172429,-117.59754,0,0
181,0.003101,-125.963449,-117.543978,0,0
182,0.001176,-126.357714,-117.835602,0,0
183,0.001546,-126.403993,-117.92951,0,0
184,0.001452,-126.521092,-118.060519,0,0
185,0.003498,-126.370944,-118.041503,0,0
186,0.000597,-126.908891,-118.411326,0,0
187,0.002887,-126.683592,-118.350588,0,0
188,0.000795,-127.102127,-118.651388,0,0
189,-0.000379,-127.322757,-118.836307,0,0
190,0.004918,-126.666413,-118.525403,0,0
191,0.000349,-127.492921,-119.053038,0,0
192,0.000751,-127.484494,-119.109025,0,0
193,0.003585,-127.169789,-118.990851,0,0
194,0.000532,-127.762939,-119.385575,0,0
195,0.001256,-127.712338,-119.416176,0,0
196,0.002764,-127.583649,-119.401774,0,0
197,0.000699,-128.019104,-119.70554,0,0
198,0.002744,-127.778494,-119.628814,0,0
199,0.000237,-128.285157,-119.971823,0,0
200,0.001602,-128.113775,-119.930859,0,0
201,0.003847,-127.86855,-119.849586,0,0
202,-0.000645,-128.745018,-120.401317,0,0
203,0.001998,-128.311917,-120.212915,0,0
204,0.000034,-128.727515,-120.498216,0,0
205,0.003157,-128.24969,-120.280503,0,0
206,0.00156,-128.665759,-120.568236,0,0
207,0.000201,-128.969736,-120.792685,0,0
208,0.002265,-128.639961,-120.658268,0,0
209,-0.000504,-129.230277,-121.039199,0,0
210,0.002835,-128.636423,-120.752645,0,0
211,0.000541,-129.185063,-121.109207,0,0
212,0.002146,-128.924493,-121.01152,0,0
213,-0.000615,-129.542364,-121.405858,0,0
214,0.002035,-129.018098,-121.155394,0,0
215,0.001874,-129.15354,-121.276736,0,0
