Predicted X,Predicted Y,Predicted Z
25.962104864562534,-20.41134321648989,-13.939109484265618
26.498641980772685,-19.291892683096517,-12.651826998834991
26.993236264323592,-18.2006398776402,-11.410458122302789
27.446996424900913,-17.136872256781594,-10.21413717825456
27.86101671849867,-16.099890501797468,-9.06200663781825
28.236377026105387,-15.089008406466982,-7.953217093166964
28.57414293239027,-14.103552764958005,-6.886927231021752
28.87536580438938,-13.14286325971339,-5.862303806154367
29.141082870191763,-12.20629234933729,-4.878521614890058
29.37231729762566,-11.293205156481434,-3.934763468610317
29.570078272944635,-10.40297935573145,-3.03022016725569
29.735361079513762,-9.535005061493132,-2.1640904728284998
29.86914717649578,-8.688684715878766,-1.3355810828956685
29.97240427753725,-7.863432976593396,-0.5439066040914629
30.04608642945474,-7.058676604821146,0.21171047437972668
30.091134090920974,-6.273854353111508,0.9320398072406135
30.108474211150998,-5.508416853265633,1.6178432196382406
30.099020308588344,-4.761826504222633,2.269874733641199
30.063672549591207,-4.033557359945878,2.8888805947368716
30.003317827118593,-3.323095017309285,3.4755992983286426
29.918829839416492,-2.6299365039836395,4.030761616233139
29.811069168704044,-1.9535901663228508,4.5550906231774455
29.6808833598597,-1.2935755572502856,5.049301723296338
29.52910699910738,-0.6494233241450367,5.514102676629509
29.356561792702657,-0.020675096728250963,5.950193625618791
29.164056645618892,0.5931166250506088,6.358267121605394
28.952387740233437,1.192388583127439,6.739008151327113
28.72233861501377,1.7775668734372267,7.093094163415586
28.47468024320365,2.3490670580276998,7.421195094893463
28.210171111509332,2.907294277173108,7.723973397671713
27.929557298785685,3.452643361487869,8.002084065046777
27.633572554722353,3.9854989440402946,8.256174658197846
27.322938378529965,4.506235572466263,8.486885332684064
26.99836409762626,5.015217821082988,8.694848864941754
26.66054694632225,5.512800403002654,8.880690678781637
26.310172144508417,5.999328282246129,9.045028871886103
25.947912976340856,6.475136785856755,9.18847424230637
25.57443086892744,6.940551716013896,9.311630314959768
25.19037547101397,7.395889462146801,9.415093368126946
24.796384731670386,7.841457113048179,9.499452459949087
24.39308497897688,8.277552568987993,9.56528945492514
23.981090998710087,8.704464653827113,9.613179050409062
23.561006113029226,9.122473227131046,9.64368880310704
23.133422259162348,9.531849296283593,9.657379155574692
22.698920068092356,9.93285512860066,9.65480346271433
22.258068943243295,10.325744363443807,9.636508018272156
21.81142713916646,10.710762124334096,9.603032081335535
21.359541840226562,11.088145131065673,9.554907902830145
20.90294923928792,11.458121811819602,9.492660752017283
20.4421746164006,11.820912415277427,9.416808942991018
19.977732417486585,12.176729122734997,9.327863861175523
19.510126333025923,12.525776160216068,9.226329989822162
19.03984937674296,12.868249910586123,9.112704936506855
18.567383964292407,13.204339025665952,8.987479459627181
18.09320199194558,13.53422453834542,8.851137494899696
17.61776491527651,13.858079974697176,8.70415618185714
17.14152382784815,14.176071466090342,8.547005890345623
16.664919539898555,14.488357861304195,8.380150247021891
16.18838265702695,14.79509083864194,8.204046161850563
15.712333658880006,15.096415018044333,8.019143854601289
15.237182977837954,15.392468073203396,7.825886881346076
14.763331077700736,15.68338084367619,7.624712160956424
14.291168532374197,15.969277446998433,7.4160500016005955
13.821076104556237,16.250275390798272,7.200324127240901
13.353424824423037,16.52648568490992,6.977951704130739
12.888576068315047,16.7980129534874,6.7493433673121075
12.426881637423369,17.064955547118288,6.5149032471125
11.968683836475755,17.327405654937316,6.275028995642408
11.514315552422907,17.58544941674016,6.030111813292464
11.064100333124513,17.839167035097127,5.780536475230537
10.61835246603549,18.08863288746675,5.526681357899168
10.177377056892128,18.333915638309747,5.268918465512648
9.74147010839831,18.575078351202485,5.00761345655437
9.310918598911492,18.812178600950688,4.743125670273823
8.88600056112914,19.045268585703326,4.475808153184158
8.466985160774659,19.274395239066145,4.206007685559065
8.054132775283708,19.4996003422155,3.9340648079302944
7.6476950724902615,19.72092063601192,3.660313847584735
7.247915089312855,19.93838793311388,3.3850829450615976
6.8550273104407005,20.152029230091564,3.1086940806496806
6.469257747019892,20.361866819540516,2.8314631008848536
6.090824015339468,20.567918402195282,2.553699745046753
5.7199354155177495,20.77019719904319,2.275707671656477
5.356793010188326,20.968712063438026,1.9977844849736446
5.001589703186305,21.163467593213817,1.7202217614935265
4.654510318234593,21.354464242798336,1.4433050764444388
4.31573167762981,21.541698435327056,1.1673140302849276
3.9854226809285684,21.725162674756668,0.8925222752009176
3.663744383633805,21.90484565797886,0.6191975416029507
3.350850075880601,22.080732386933995,0.34760166462351094
3.0468853611226976,22.25280428072483,0.07799061061421142
2.751988234818384,22.42103928773023,-0.18938549635707247
2.4662891631168264,22.585411997718793,-0.45428234800888845
2.189911161544188,22.74589375396274,-0.7164614253489958
1.9229698736898584,22.90245276535139,-0.9756899721770473
1.6655736498924654,23.05505421850504,-1.2317409685875482
1.4178236259261041,23.203660389888576,-1.484393104472577
1.1798138016865352,23.348230757925116,-1.7334307530245034
0.9516311198774758,23.488722115109923,-1.97864394423857
0.7333555446964226,23.625088680123852,-2.2198283384161996
0.5250601405211199,23.757282209947327,-2.456785199667099
0.32681115059563837,23.885252111973827,-2.689321369412699
0.13866807571650241,24.00894555612362,-2.9172492398884806
-0.03931624708116743,24.128307586957582,-3.140386727646682
-0.20709556583734923,24.243281235790818,-3.358557247059519
-0.3646301349811836,24.353807632806294,-3.571589683821653
-0.5118866366445474,24.459826119168717,-3.7793183684528024
-0.6488381019760681,24.561274359138082,-3.9815830498009426
-0.7754638324549319,24.65808845218349,-4.178228868544874
-0.8917493212046708,24.750203045096775,-4.369106330696955
-0.9976861743070913,24.837551444106175,-4.554071281105596
-1.0932720321159195,24.920065726990124,-4.732984876958849
-1.178510490570872,24.997676855190996,-4.905713561286188
