437.92	49.68	-199.64
437.0	50.6	-198.72
437.92	46.92	-199.64
434.24	46.92	-199.64
437.92	49.68	-198.72
436.08	46.0	-200.56
436.08	46.0	-200.56
436.08	49.68	-198.72
434.24	54.28	-201.48
432.4	56.12	-199.64
428.72	61.64	-197.8
450.8	46.0	-184.92
456.32	50.6	-169.28
471.96	20.24	-136.16
474.72	17.48	-133.4
480.24	-4.6	-114.08
484.84	-8.28	-92.0
484.84	-8.28	-92.0
485.76	-13.8	-65.32
485.76	-13.8	-65.32
492.2	-23.92	-48.76
496.8	-35.88	-9.2
496.8	-36.8	-5.52
494.96	-48.76	53.36
483.92	-66.24	101.2
471.96	-85.56	142.6
471.96	-85.56	142.6
471.96	-85.56	142.6
432.4	-128.8	212.52
431.48	-127.88	217.12
431.48	-127.88	217.12
385.48	-106.72	266.8
349.6	-92.0	289.8
316.48	-73.6	311.88
314.64	-69.0	310.96
297.16	-52.44	323.84
297.16	-52.44	323.84
297.16	-52.44	323.84
297.16	-52.44	323.84
-31.28	-102.12	391.0
-92.0	-189.52	379.04
-196.88	-306.36	314.64
-253.92	-425.04	212.52
-269.56	-475.64	142.6
-269.56	-475.64	142.6
-269.56	-475.64	142.6
-269.56	-475.64	142.6
-61.64	-622.84	-97.52
34.04	-609.04	-159.16
191.36	-556.6	-199.64
309.12	-503.24	-174.8
368.92	-482.08	-112.24
387.32	-481.16	-49.68
387.32	-481.16	-49.68
387.32	-481.16	-49.68
387.32	-481.16	-49.68
387.32	-481.16	-49.68
115.92	-619.16	34.04
-38.64	-625.6	-29.44
-105.8	-615.48	-45.08
-171.12	-586.96	-57.96
-232.76	-552.92	-57.04
-268.64	-529.92	-32.2
-291.64	-509.68	-7.36
-306.36	-494.96	13.8
-308.2	-492.2	15.64
-308.2	-492.2	15.64
-259.44	-532.68	34.96
-255.76	-534.52	32.2
-177.56	-585.12	-14.72
-116.84	-607.2	-76.36
-116.84	-607.2	-76.36
20.24	-580.52	-201.48
20.24	-580.52	-201.48
141.68	-490.36	-283.36
161.0	-461.84	-298.08
161.0	-461.84	-298.08
242.88	-365.24	-316.48
305.44	-322.92	-297.16
320.16	-319.24	-288.88
419.52	-292.56	-199.64
452.64	-302.68	-141.68
452.64	-302.68	-141.68
452.64	-302.68	-141.68
468.28	-336.72	-52.44
466.44	-356.04	25.76
457.24	-356.96	58.88
457.24	-356.96	58.88
457.24	-356.96	58.88
457.24	-356.96	58.88
379.04	-408.48	156.4
349.6	-432.4	171.12
322.92	-450.8	180.32
288.88	-482.08	181.24
255.76	-510.6	172.96
208.84	-535.44	168.36
120.52	-575.0	141.68
62.56	-598.0	113.16
13.8	-612.72	78.2
8.28	-612.72	77.28
8.28	-612.72	77.28
-149.96	-594.32	11.96
-232.76	-551.08	-9.2
-290.72	-509.68	-3.68
-296.24	-503.24	-1.84
-368.92	-422.28	13.8
-368.92	-422.28	13.8
-367.08	-392.84	91.08
-367.08	-392.84	91.08
-265.88	-512.44	75.44
-187.68	-581.44	30.36
-187.68	-581.44	30.36
-41.4	-610.88	-131.56
-31.28	-604.44	-145.36
80.96	-494.96	-287.04
80.96	-494.96	-287.04
210.68	-351.44	-323.84
255.76	-287.04	-322.92
255.76	-287.04	-322.92
255.76	-287.04	-322.92
359.72	-185.84	-270.48
360.64	-179.4	-269.56
360.64	-179.4	-269.56
476.56	-153.64	-126.04
490.36	-149.04	-92.92
506.0	-159.16	0.0
505.08	-159.16	25.76
469.2	-147.2	157.32
456.32	-148.12	173.88
456.32	-148.12	173.88
456.32	-148.12	173.88
456.32	-148.12	173.88
456.32	-148.12	173.88
456.32	-148.12	173.88
456.32	-148.12	173.88
6.44	-596.16	112.24
-127.88	-599.84	-15.64
-127.88	-599.84	-15.64
-281.52	-501.4	-115.92
-371.68	-396.52	-112.24
-379.04	-384.56	-111.32
-379.04	-384.56	-111.32
-430.56	-259.44	78.2
-430.56	-259.44	78.2
-343.16	-403.88	137.08
-343.16	-403.88	137.08
-205.16	-571.32	28.52
-135.24	-601.68	-69.92
-135.24	-601.68	-69.92
94.76	-505.08	-276.92
105.8	-496.8	-283.36
230.92	-369.84	-315.56
325.68	-269.56	-287.96
325.68	-269.56	-287.96
348.68	-14.72	-250.24
377.2	70.84	-170.2
377.2	70.84	-170.2
406.64	126.96	33.12
401.12	131.56	41.4
328.44	195.04	75.44
324.76	203.32	74.52
243.8	230.0	-121.44
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
238.28	196.88	-175.72
-239.2	-361.56	-314.64
-249.32	-386.4	-292.56
-241.96	-414.0	-281.52
-241.04	-448.96	-251.16
-244.72	-483.92	-208.84
-239.2	-507.84	-178.48
-209.76	-535.44	-163.76
-173.88	-556.6	-161.92
-126.04	-571.32	-165.6
-80.96	-580.52	-163.76
-48.76	-576.84	-181.24
-9.2	-575.92	-183.08
8.28	-580.52	-164.68
65.32	-577.76	-167.44
120.52	-562.12	-185.84
181.24	-539.12	-193.2
216.2	-517.96	-194.12
216.2	-528.08	-190.44
203.32	-544.64	-179.4
169.28	-545.56	-201.48
135.24	-540.96	-226.32
130.64	-540.04	-232.76
130.64	-540.04	-232.76
130.64	-540.04	-232.76
130.64	-540.04	-232.76
-54.28	-473.8	-321.08
-125.12	-450.8	-319.24
-154.56	-434.24	-320.16
-151.8	-457.24	-302.68
-137.08	-506.0	-264.96
-93.84	-536.36	-246.56
-79.12	-545.56	-241.96
-54.28	-556.6	-230.92
-54.28	-556.6	-230.92
11.96	-574.08	-207.0
65.32	-583.28	-182.16
117.76	-573.16	-176.64
129.72	-580.52	-158.24
119.6	-571.32	-172.96
75.44	-558.44	-220.8
1.84	-529.0	-260.36
1.84	-529.0	-260.36
1.84	-529.0	-260.36
1.84	-529.0	-260.36
15.64	-545.56	-247.48
71.76	-562.12	-216.2
71.76	-562.12	-216.2
151.8	-552.0	-202.4
167.44	-530.84	-230.92
187.68	-566.72	-178.48
188.6	-589.72	-129.72
188.6	-589.72	-129.72
48.76	-629.28	7.36
-51.52	-607.2	85.56
-51.52	-607.2	85.56
-51.52	-607.2	85.56
-51.52	-607.2	85.56
