195.96	-597.08	-107.64
387.32	-460.0	-131.56
457.24	-318.32	-156.4
449.88	-235.52	-197.8
449.88	-235.52	-197.8
276.92	-109.48	-345.0
172.96	-122.36	-387.32
155.48	-126.04	-390.08
155.48	-126.04	-390.08
155.48	-126.04	-390.08
155.48	-126.04	-390.08
155.48	-126.04	-390.08
155.48	-126.04	-390.08
291.64	-226.32	-346.84
337.64	-193.2	-313.72
344.08	-189.52	-311.88
344.08	-189.52	-311.88
451.72	-93.84	-192.28
451.72	-93.84	-192.28
451.72	-93.84	-192.28
467.36	-367.08	-58.88
359.72	-494.96	-102.12
208.84	-587.88	-128.8
100.28	-608.12	-142.6
100.28	-608.12	-142.6
100.28	-608.12	-142.6
126.96	-556.6	-214.36
106.72	-559.36	-223.56
-109.48	-535.44	-243.8
-114.08	-538.2	-239.2
-113.16	-528.08	-245.64
-106.72	-526.24	-250.24
34.04	-569.48	-219.88
57.04	-572.24	-214.36
57.04	-572.24	-214.36
57.04	-572.24	-214.36
240.12	-554.76	-134.32
241.04	-555.68	-131.56
98.44	-587.88	-149.96
50.6	-596.16	-130.64
47.84	-595.24	-127.88
47.84	-595.24	-127.88
47.84	-595.24	-127.88
-125.12	-575.92	-144.44
-208.84	-548.32	-134.32
-260.36	-525.32	-117.76
-307.28	-481.16	-130.64
-319.24	-453.56	-151.8
-269.56	-474.72	-193.2
-269.56	-474.72	-193.2
-33.12	-561.2	-231.84
-33.12	-561.2	-231.84
-33.12	-561.2	-231.84
-33.12	-561.2	-231.84
-33.12	-561.2	-231.84
-33.12	-561.2	-231.84
460.92	-60.72	-138.92
448.04	-34.96	-149.04
269.56	39.56	-277.84
164.68	-5.52	-341.32
93.84	-38.64	-371.68
82.8	-41.4	-379.04
-66.24	-157.32	-395.6
-174.8	-197.8	-374.44
-162.84	-199.64	-379.96
12.88	-213.44	-408.48
195.96	-166.52	-382.72
195.96	-166.52	-382.72
195.96	-166.52	-382.72
463.68	36.8	37.72
463.68	36.8	37.72
385.48	-235.52	259.44
278.76	-379.96	274.16
237.36	-429.64	263.12
287.96	-330.28	292.56
295.32	-255.76	312.8
269.56	-213.44	336.72
266.8	-223.56	336.72
199.64	-242.88	358.8
179.4	-237.36	361.56
47.84	-278.76	376.28
39.56	-284.28	374.44
30.36	-454.48	285.2
-4.6	-506.92	225.4
-4.6	-506.92	225.4
-90.16	-559.36	152.72
-118.68	-549.24	155.48
-118.68	-549.24	155.48
-333.04	-344.08	200.56
-338.56	-332.12	201.48
-345.92	-371.68	164.68
-337.64	-382.72	163.76
-337.64	-382.72	163.76
